"week_start","hospital","region","ed_trolleys","ward_trolleys","total_trolleys","surge_capacity_in_use","delayed_transfers_of_care","total_waiting_gt_24hrs","age_75plus_waiting_gt_24hrs","days_in_week"
2025-11-10,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,0,0,0,7
2025-11-10,Tallaght University Hospital,HSE Dublin and Midlands,15,26,41,150,54,4,0,7
2025-11-10,Beaumont Hospital,HSE Dublin and North East,79,0,79,186,105,0,0,7
2025-11-10,Cavan General Hospital,HSE Dublin and North East,26,1,27,99,3,0,0,7
2025-11-10,Connolly Hospital,HSE Dublin and North East,9,0,9,2,41,0,0,7
2025-11-10,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2025-11-10,Mater Misericordiae University Hospital,HSE Dublin and North East,107,0,107,116,65,2,1,7
2025-11-10,National Orthopaedic Hospital Cappagh,HSE Dublin and North East,0,0,0,0,19,0,0,7
2025-11-10,Our Lady of Lourdes Hospital,HSE Dublin and North East,29,0,29,170,31,0,0,7
2025-11-10,Our Lady's Hospital Navan,HSE Dublin and North East,0,0,0,7,9,0,0,7
2025-11-10,National Rehabilitation Hospital,HSE Dublin and South East,0,0,0,0,47,0,0,7
2025-11-10,St Luke's General Hospital Kilkenny,HSE Dublin and South East,45,24,69,242,73,2,1,7
2025-11-10,St. Columcille's Hospital,HSE Dublin and South East,0,0,0,0,42,0,0,7
2025-11-10,St. Michael's Hospital,HSE Dublin and South East,0,0,0,0,39,0,0,7
2025-11-10,St. Vincent's University Hospital,HSE Dublin and South East,146,56,202,290,106,25,6,7
2025-11-10,Tipperary University Hospital,HSE Dublin and South East,48,0,48,174,76,18,0,7
2025-11-10,UH Waterford,HSE Dublin and South East,0,0,0,13,97,0,0,7
2025-11-10,Wexford General Hospital,HSE Dublin and South East,29,27,56,172,85,12,0,7
2025-11-10,Ennis Hospital,HSE Mid West,0,0,0,0,10,0,0,7
2025-11-10,Nenagh Hospital,HSE Mid West,0,0,0,0,22,0,0,7
2025-11-10,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,21,0,0,7
2025-11-10,UH Limerick,HSE Mid West,51,132,183,21,52,53,0,7
2025-11-10,Bantry General Hospital,HSE South West,0,0,0,0,62,0,0,7
2025-11-10,Cork University Hospital,HSE South West,32,10,42,148,265,0,0,7
2025-11-10,Mallow General Hospital,HSE South West,0,0,0,0,48,0,0,7
2025-11-10,Mercy University Hospital,HSE South West,44,25,69,114,87,11,0,7
2025-11-10,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,13,0,0,7
2025-11-10,UH Kerry,HSE South West,87,28,115,67,234,28,2,7
2025-11-10,Galway University Hospital,HSE West and North West,81,51,132,245,273,25,1,7
2025-11-10,Letterkenny University Hospital,HSE West and North West,58,50,108,83,271,19,0,7
2025-11-10,Mayo University Hospital,HSE West and North West,28,72,100,94,45,36,0,7
2025-11-10,Portiuncula University Hospital,HSE West and North West,26,0,26,23,35,0,0,7
2025-11-10,Roscommon University Hospital,HSE West and North West,0,0,0,0,50,0,0,7
2025-11-10,Sligo University Hospital,HSE West and North West,44,55,99,119,187,36,1,7
2025-11-17,CHI at Crumlin,HSE Dublin and Midlands,19,0,19,1,16,0,0,7
2025-11-17,CHI at Tallaght,HSE Dublin and Midlands,7,0,7,1,4,0,0,7
2025-11-17,CHI at Temple Street,HSE Dublin and Midlands,18,0,18,1,14,0,0,7
2025-11-17,MRH Mullingar,HSE Dublin and Midlands,17,1,18,61,51,0,0,7
2025-11-17,MRH Portlaoise,HSE Dublin and Midlands,28,0,28,0,41,0,0,7
2025-11-17,MRH Tullamore,HSE Dublin and Midlands,0,0,0,119,49,0,0,7
2025-11-17,Naas General Hospital,HSE Dublin and Midlands,95,13,108,82,89,16,9,7
2025-11-17,St. James's Hospital,HSE Dublin and Midlands,64,0,64,46,197,1,0,7
2025-11-17,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,0,0,0,7
2025-11-17,Tallaght University Hospital,HSE Dublin and Midlands,17,15,32,173,45,2,0,7
2025-11-17,Beaumont Hospital,HSE Dublin and North East,76,0,76,137,109,0,0,7
2025-11-17,Cavan General Hospital,HSE Dublin and North East,21,0,21,53,0,0,0,7
2025-11-17,Connolly Hospital,HSE Dublin and North East,6,0,6,5,41,0,0,7
2025-11-17,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2025-11-17,Mater Misericordiae University Hospital,HSE Dublin and North East,93,0,93,116,69,1,1,7
2025-11-17,National Orthopaedic Hospital Cappagh,HSE Dublin and North East,0,0,0,0,21,0,0,7
2025-11-17,Our Lady of Lourdes Hospital,HSE Dublin and North East,26,0,26,175,20,0,0,7
2025-11-17,Our Lady's Hospital Navan,HSE Dublin and North East,2,0,2,47,14,0,0,7
2025-11-17,National Rehabilitation Hospital,HSE Dublin and South East,0,0,0,0,52,0,0,7
2025-11-17,St Luke's General Hospital Kilkenny,HSE Dublin and South East,12,7,19,160,58,0,0,7
2025-11-17,St. Columcille's Hospital,HSE Dublin and South East,0,0,0,0,38,0,0,7
2025-11-17,St. Michael's Hospital,HSE Dublin and South East,0,0,0,0,43,0,0,7
2025-11-17,St. Vincent's University Hospital,HSE Dublin and South East,51,0,51,266,123,0,0,7
2025-11-17,Tipperary University Hospital,HSE Dublin and South East,28,0,28,69,79,10,0,7
2025-11-17,UH Waterford,HSE Dublin and South East,0,0,0,7,108,0,0,7
2025-11-17,Wexford General Hospital,HSE Dublin and South East,18,32,50,168,86,5,1,7
2025-11-17,Ennis Hospital,HSE Mid West,0,0,0,0,7,0,0,7
2025-11-17,Nenagh Hospital,HSE Mid West,0,0,0,0,20,0,0,7
2025-11-17,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,30,0,0,7
2025-11-17,UH Limerick,HSE Mid West,19,62,81,17,110,12,0,7
2025-11-17,Bantry General Hospital,HSE South West,0,0,0,0,63,0,0,7
2025-11-17,Cork University Hospital,HSE South West,90,55,145,169,233,12,0,7
2025-11-17,Mallow General Hospital,HSE South West,0,0,0,0,39,0,0,7
2025-11-17,Mercy University Hospital,HSE South West,34,12,46,101,64,3,0,7
2025-11-17,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,14,0,0,7
2025-11-17,UH Kerry,HSE South West,88,27,115,62,257,25,0,7
2025-11-17,Galway University Hospital,HSE West and North West,81,65,146,281,269,17,1,7
2025-11-17,Letterkenny University Hospital,HSE West and North West,56,30,86,96,258,18,0,7
2025-11-17,Mayo University Hospital,HSE West and North West,26,56,82,98,43,26,0,7
2025-11-17,Portiuncula University Hospital,HSE West and North West,3,0,3,0,48,0,0,7
2025-11-17,Roscommon University Hospital,HSE West and North West,0,0,0,0,47,0,0,7
2025-11-17,Sligo University Hospital,HSE West and North West,52,48,100,106,192,26,0,7
2025-11-24,CHI at Crumlin,HSE Dublin and Midlands,37,0,37,2,14,0,0,7
2025-11-24,CHI at Tallaght,HSE Dublin and Midlands,12,0,12,4,0,0,0,7
2025-11-24,CHI at Temple Street,HSE Dublin and Midlands,27,0,27,2,11,2,0,7
2025-11-24,MRH Mullingar,HSE Dublin and Midlands,19,2,21,69,35,0,0,7
2025-11-24,MRH Portlaoise,HSE Dublin and Midlands,30,0,30,4,34,0,0,7
2025-11-24,MRH Tullamore,HSE Dublin and Midlands,0,0,0,189,47,0,0,7
2025-11-24,Naas General Hospital,HSE Dublin and Midlands,60,0,60,54,77,9,0,7
2025-11-24,St. James's Hospital,HSE Dublin and Midlands,76,0,76,124,192,1,0,7
2025-11-24,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,0,0,0,7
2025-11-24,Tallaght University Hospital,HSE Dublin and Midlands,85,41,126,210,45,19,0,7
2025-11-24,Beaumont Hospital,HSE Dublin and North East,36,0,36,165,87,0,0,7
2025-11-24,Cavan General Hospital,HSE Dublin and North East,70,0,70,72,5,0,0,7
2025-11-24,Connolly Hospital,HSE Dublin and North East,10,0,10,5,39,0,0,7
2025-11-24,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2025-11-24,Mater Misericordiae University Hospital,HSE Dublin and North East,89,0,89,111,59,1,0,7
2025-11-24,National Orthopaedic Hospital Cappagh,HSE Dublin and North East,0,0,0,0,11,0,0,7
2025-11-24,Our Lady of Lourdes Hospital,HSE Dublin and North East,43,0,43,200,27,0,0,7
2025-11-24,Our Lady's Hospital Navan,HSE Dublin and North East,1,0,1,34,14,0,0,7
2025-11-24,National Rehabilitation Hospital,HSE Dublin and South East,0,0,0,0,51,0,0,7
2025-11-24,St Luke's General Hospital Kilkenny,HSE Dublin and South East,28,0,28,146,80,1,0,7
2025-11-24,St. Columcille's Hospital,HSE Dublin and South East,0,0,0,0,47,0,0,7
2025-11-24,St. Michael's Hospital,HSE Dublin and South East,0,0,0,0,46,0,0,7
2025-11-24,St. Vincent's University Hospital,HSE Dublin and South East,162,27,189,257,110,17,2,7
2025-11-24,Tipperary University Hospital,HSE Dublin and South East,35,0,35,95,75,12,0,7
2025-11-24,UH Waterford,HSE Dublin and South East,0,0,0,62,131,0,0,7
2025-11-24,Wexford General Hospital,HSE Dublin and South East,40,34,74,201,78,13,1,7
2025-11-24,Ennis Hospital,HSE Mid West,0,0,0,0,23,0,0,7
2025-11-24,Nenagh Hospital,HSE Mid West,0,0,0,0,15,0,0,7
2025-11-24,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,28,0,0,7
2025-11-24,UH Limerick,HSE Mid West,51,144,195,16,121,43,0,7
2025-11-24,Bantry General Hospital,HSE South West,0,0,0,0,74,0,0,7
2025-11-24,Cork University Hospital,HSE South West,70,19,89,176,185,4,2,7
2025-11-24,Mallow General Hospital,HSE South West,0,0,0,0,27,0,0,7
2025-11-24,Mercy University Hospital,HSE South West,82,27,109,119,79,26,2,7
2025-11-24,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,15,0,0,7
2025-11-24,UH Kerry,HSE South West,108,32,140,63,228,34,6,7
2025-11-24,Galway University Hospital,HSE West and North West,105,63,168,266,250,22,0,7
2025-11-24,Letterkenny University Hospital,HSE West and North West,44,31,75,93,258,12,0,7
2025-11-24,Mayo University Hospital,HSE West and North West,24,66,90,91,76,36,0,7
2025-11-24,Portiuncula University Hospital,HSE West and North West,27,0,27,4,45,1,0,7
2025-11-24,Roscommon University Hospital,HSE West and North West,0,0,0,0,44,0,0,7
2025-11-24,Sligo University Hospital,HSE West and North West,76,44,120,117,195,16,2,7
2025-12-01,CHI at Crumlin,HSE Dublin and Midlands,22,0,22,2,18,0,0,7
2025-12-01,CHI at Tallaght,HSE Dublin and Midlands,24,0,24,10,0,0,0,7
2025-12-01,CHI at Temple Street,HSE Dublin and Midlands,21,0,21,2,7,0,0,7
2025-12-01,MRH Mullingar,HSE Dublin and Midlands,33,0,33,86,27,1,0,7
2025-12-01,MRH Portlaoise,HSE Dublin and Midlands,31,0,31,5,32,0,0,7
2025-12-01,MRH Tullamore,HSE Dublin and Midlands,0,0,0,180,49,0,0,7
2025-12-01,Naas General Hospital,HSE Dublin and Midlands,70,2,72,91,85,13,4,7
2025-12-01,St. James's Hospital,HSE Dublin and Midlands,100,0,100,145,187,3,0,7
2025-12-01,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,0,0,0,7
2025-12-01,Tallaght University Hospital,HSE Dublin and Midlands,48,34,82,162,63,29,3,7
2025-12-01,Beaumont Hospital,HSE Dublin and North East,55,0,55,174,74,0,0,7
2025-12-01,Cavan General Hospital,HSE Dublin and North East,62,0,62,88,7,0,0,7
2025-12-01,Connolly Hospital,HSE Dublin and North East,18,0,18,30,32,0,0,7
2025-12-01,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2025-12-01,Mater Misericordiae University Hospital,HSE Dublin and North East,114,0,114,140,87,8,0,7
2025-12-01,National Orthopaedic Hospital Cappagh,HSE Dublin and North East,0,0,0,0,7,0,0,7
2025-12-01,Our Lady of Lourdes Hospital,HSE Dublin and North East,74,0,74,203,36,0,0,7
2025-12-01,Our Lady's Hospital Navan,HSE Dublin and North East,11,0,11,65,14,0,0,7
2025-12-01,National Rehabilitation Hospital,HSE Dublin and South East,0,0,0,0,56,0,0,7
2025-12-01,St Luke's General Hospital Kilkenny,HSE Dublin and South East,44,7,51,182,81,2,0,7
2025-12-01,St. Columcille's Hospital,HSE Dublin and South East,0,0,0,0,68,0,0,7
2025-12-01,St. Michael's Hospital,HSE Dublin and South East,0,0,0,0,44,0,0,7
2025-12-01,St. Vincent's University Hospital,HSE Dublin and South East,115,6,121,286,114,14,4,7
2025-12-01,Tipperary University Hospital,HSE Dublin and South East,44,0,44,101,88,18,0,7
2025-12-01,UH Waterford,HSE Dublin and South East,0,0,0,28,127,0,0,7
2025-12-01,Wexford General Hospital,HSE Dublin and South East,49,25,74,196,54,6,1,7
2025-12-01,Ennis Hospital,HSE Mid West,0,0,0,0,30,0,0,7
2025-12-01,Nenagh Hospital,HSE Mid West,0,0,0,0,32,0,0,7
2025-12-01,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,28,0,0,7
2025-12-01,UH Limerick,HSE Mid West,86,189,275,83,117,68,0,7
2025-12-01,Bantry General Hospital,HSE South West,0,0,0,0,56,0,0,7
2025-12-01,Cork University Hospital,HSE South West,89,15,104,183,190,8,0,7
2025-12-01,Mallow General Hospital,HSE South West,0,0,0,0,31,0,0,7
2025-12-01,Mercy University Hospital,HSE South West,132,27,159,131,91,39,4,7
2025-12-01,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,14,0,0,7
2025-12-01,UH Kerry,HSE South West,114,21,135,58,253,18,2,7
2025-12-01,Galway University Hospital,HSE West and North West,93,44,137,253,259,10,1,7
2025-12-01,Letterkenny University Hospital,HSE West and North West,57,28,85,118,268,19,0,7
2025-12-01,Mayo University Hospital,HSE West and North West,23,57,80,93,79,33,0,7
2025-12-01,Portiuncula University Hospital,HSE West and North West,18,0,18,15,37,0,0,7
2025-12-01,Roscommon University Hospital,HSE West and North West,0,0,0,0,33,0,0,7
2025-12-01,Sligo University Hospital,HSE West and North West,50,42,92,121,219,30,4,7
2025-12-08,CHI at Crumlin,HSE Dublin and Midlands,24,0,24,2,10,0,0,7
2025-12-08,CHI at Tallaght,HSE Dublin and Midlands,24,0,24,13,0,0,0,7
2025-12-08,CHI at Temple Street,HSE Dublin and Midlands,30,0,30,3,3,0,0,7
2025-12-08,MRH Mullingar,HSE Dublin and Midlands,18,0,18,38,21,3,1,7
2025-12-08,MRH Portlaoise,HSE Dublin and Midlands,34,0,34,6,51,0,0,7
2025-12-08,MRH Tullamore,HSE Dublin and Midlands,0,0,0,205,53,0,0,7
2025-12-08,Naas General Hospital,HSE Dublin and Midlands,66,4,70,76,75,12,1,7
2025-12-08,St. James's Hospital,HSE Dublin and Midlands,76,0,76,106,209,1,0,7
2025-12-08,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,0,0,0,7
2025-12-08,Tallaght University Hospital,HSE Dublin and Midlands,107,51,158,192,65,25,0,7
2025-12-08,Beaumont Hospital,HSE Dublin and North East,65,0,65,179,69,0,0,7
2025-12-08,Cavan General Hospital,HSE Dublin and North East,78,0,78,70,7,0,0,7
2025-12-08,Connolly Hospital,HSE Dublin and North East,12,0,12,47,22,0,0,7
2025-12-08,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2025-12-08,Mater Misericordiae University Hospital,HSE Dublin and North East,108,0,108,153,84,3,1,7
2025-12-08,National Orthopaedic Hospital Cappagh,HSE Dublin and North East,0,0,0,0,12,0,0,7
2025-12-08,Our Lady of Lourdes Hospital,HSE Dublin and North East,52,0,52,209,21,0,0,7
2025-12-08,Our Lady's Hospital Navan,HSE Dublin and North East,12,0,12,76,11,0,0,7
2025-12-08,National Rehabilitation Hospital,HSE Dublin and South East,0,0,0,0,50,0,0,7
2025-12-08,St Luke's General Hospital Kilkenny,HSE Dublin and South East,42,29,71,191,70,2,0,7
2025-12-08,St. Columcille's Hospital,HSE Dublin and South East,0,0,0,0,52,0,0,7
2025-12-08,St. Michael's Hospital,HSE Dublin and South East,0,0,0,0,47,0,0,7
2025-12-08,St. Vincent's University Hospital,HSE Dublin and South East,118,12,130,280,138,10,2,7
2025-12-08,Tipperary University Hospital,HSE Dublin and South East,40,0,40,87,93,12,0,7
2025-12-08,UH Waterford,HSE Dublin and South East,0,0,0,14,147,0,0,7
2025-12-08,Wexford General Hospital,HSE Dublin and South East,26,13,39,155,54,5,0,7
2025-12-08,Ennis Hospital,HSE Mid West,0,0,0,0,21,0,0,7
2025-12-08,Nenagh Hospital,HSE Mid West,0,0,0,0,23,0,0,7
2025-12-08,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,24,0,0,7
2025-12-08,UH Limerick,HSE Mid West,58,146,204,85,133,45,1,7
2025-12-08,Bantry General Hospital,HSE South West,0,0,0,0,58,0,0,7
2025-12-08,Cork University Hospital,HSE South West,175,82,257,217,184,20,3,7
2025-12-08,Mallow General Hospital,HSE South West,0,0,0,0,31,0,0,7
2025-12-08,Mercy University Hospital,HSE South West,51,12,63,123,76,19,0,7
2025-12-08,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,9,0,0,7
2025-12-08,UH Kerry,HSE South West,62,11,73,54,271,13,3,7
2025-12-08,Galway University Hospital,HSE West and North West,148,68,216,319,281,25,3,7
2025-12-08,Letterkenny University Hospital,HSE West and North West,62,44,106,82,259,22,0,7
2025-12-08,Mayo University Hospital,HSE West and North West,52,87,139,114,61,61,0,7
2025-12-08,Portiuncula University Hospital,HSE West and North West,33,0,33,16,35,1,0,7
2025-12-08,Roscommon University Hospital,HSE West and North West,0,0,0,0,33,0,0,7
2025-12-08,Sligo University Hospital,HSE West and North West,55,20,75,153,214,9,0,7
2025-12-15,CHI at Crumlin,HSE Dublin and Midlands,17,0,17,1,7,0,0,7
2025-12-15,CHI at Tallaght,HSE Dublin and Midlands,8,0,8,6,4,0,0,7
2025-12-15,CHI at Temple Street,HSE Dublin and Midlands,12,0,12,0,0,0,0,7
2025-12-15,MRH Mullingar,HSE Dublin and Midlands,15,0,15,61,21,0,0,7
2025-12-15,MRH Portlaoise,HSE Dublin and Midlands,26,0,26,0,44,0,0,7
2025-12-15,MRH Tullamore,HSE Dublin and Midlands,0,0,0,196,59,0,0,7
2025-12-15,Naas General Hospital,HSE Dublin and Midlands,56,8,64,67,56,10,1,7
2025-12-15,St. James's Hospital,HSE Dublin and Midlands,40,0,40,55,239,0,0,7
2025-12-15,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,0,0,0,7
2025-12-15,Tallaght University Hospital,HSE Dublin and Midlands,56,26,82,157,60,18,0,7
2025-12-15,Beaumont Hospital,HSE Dublin and North East,31,0,31,96,66,0,0,7
2025-12-15,Cavan General Hospital,HSE Dublin and North East,41,0,41,67,10,0,0,7
2025-12-15,Connolly Hospital,HSE Dublin and North East,13,0,13,29,27,0,0,7
2025-12-15,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2025-12-15,Mater Misericordiae University Hospital,HSE Dublin and North East,60,0,60,79,67,0,0,7
2025-12-15,National Orthopaedic Hospital Cappagh,HSE Dublin and North East,0,0,0,0,14,0,0,7
2025-12-15,Our Lady of Lourdes Hospital,HSE Dublin and North East,40,0,40,211,18,0,0,7
2025-12-15,Our Lady's Hospital Navan,HSE Dublin and North East,2,0,2,64,7,0,0,7
2025-12-15,National Rehabilitation Hospital,HSE Dublin and South East,0,0,0,0,35,0,0,7
2025-12-15,St Luke's General Hospital Kilkenny,HSE Dublin and South East,9,0,9,127,70,0,0,7
2025-12-15,St. Columcille's Hospital,HSE Dublin and South East,0,0,0,0,44,0,0,7
2025-12-15,St. Michael's Hospital,HSE Dublin and South East,0,0,0,0,44,0,0,7
2025-12-15,St. Vincent's University Hospital,HSE Dublin and South East,69,0,69,271,164,3,1,7
2025-12-15,Tipperary University Hospital,HSE Dublin and South East,52,0,52,112,70,23,0,7
2025-12-15,UH Waterford,HSE Dublin and South East,0,0,0,5,141,0,0,7
2025-12-15,Wexford General Hospital,HSE Dublin and South East,23,10,33,153,47,2,0,7
2025-12-15,Ennis Hospital,HSE Mid West,0,0,0,0,22,0,0,7
2025-12-15,Nenagh Hospital,HSE Mid West,0,0,0,0,16,0,0,7
2025-12-15,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,22,0,0,7
2025-12-15,UH Limerick,HSE Mid West,37,92,129,82,115,26,0,7
2025-12-15,Bantry General Hospital,HSE South West,0,0,0,0,60,0,0,7
2025-12-15,Cork University Hospital,HSE South West,62,25,87,181,173,5,0,7
2025-12-15,Mallow General Hospital,HSE South West,0,0,0,0,37,0,0,7
2025-12-15,Mercy University Hospital,HSE South West,61,16,77,73,75,18,3,7
2025-12-15,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,9,0,0,7
2025-12-15,UH Kerry,HSE South West,69,1,70,53,208,13,0,7
2025-12-15,Galway University Hospital,HSE West and North West,88,40,128,246,247,17,3,7
2025-12-15,Letterkenny University Hospital,HSE West and North West,51,35,86,73,242,19,0,7
2025-12-15,Mayo University Hospital,HSE West and North West,34,72,106,107,60,57,2,7
2025-12-15,Portiuncula University Hospital,HSE West and North West,17,0,17,2,30,0,0,7
2025-12-15,Roscommon University Hospital,HSE West and North West,0,0,0,0,23,0,0,7
2025-12-15,Sligo University Hospital,HSE West and North West,51,19,70,130,193,6,0,7
2025-12-22,CHI at Crumlin,HSE Dublin and Midlands,0,0,0,0,7,0,0,7
2025-12-22,CHI at Tallaght,HSE Dublin and Midlands,0,0,0,0,7,0,0,7
2025-12-22,CHI at Temple Street,HSE Dublin and Midlands,1,0,1,0,0,0,0,7
2025-12-22,MRH Mullingar,HSE Dublin and Midlands,2,0,2,5,21,0,0,7
2025-12-22,MRH Portlaoise,HSE Dublin and Midlands,22,0,22,6,39,0,0,7
2025-12-22,MRH Tullamore,HSE Dublin and Midlands,0,0,0,46,51,0,0,7
2025-12-22,Naas General Hospital,HSE Dublin and Midlands,7,0,7,4,66,0,0,7
2025-12-22,St. James's Hospital,HSE Dublin and Midlands,1,0,1,0,258,0,0,7
2025-12-22,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,0,0,0,7
2025-12-22,Tallaght University Hospital,HSE Dublin and Midlands,0,0,0,37,69,0,0,7
2025-12-22,Beaumont Hospital,HSE Dublin and North East,0,0,0,6,67,0,0,7
2025-12-22,Cavan General Hospital,HSE Dublin and North East,6,0,6,10,14,0,0,7
2025-12-22,Connolly Hospital,HSE Dublin and North East,1,0,1,0,35,0,0,7
2025-12-22,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2025-12-22,Mater Misericordiae University Hospital,HSE Dublin and North East,1,0,1,0,55,0,0,7
2025-12-22,National Orthopaedic Hospital Cappagh,HSE Dublin and North East,0,0,0,0,14,0,0,7
2025-12-22,Our Lady of Lourdes Hospital,HSE Dublin and North East,10,0,10,78,15,0,0,7
2025-12-22,Our Lady's Hospital Navan,HSE Dublin and North East,3,0,3,26,7,0,0,7
2025-12-22,National Rehabilitation Hospital,HSE Dublin and South East,0,0,0,0,33,0,0,7
2025-12-22,St Luke's General Hospital Kilkenny,HSE Dublin and South East,7,3,10,35,68,0,0,7
2025-12-22,St. Columcille's Hospital,HSE Dublin and South East,0,0,0,0,42,0,0,7
2025-12-22,St. Michael's Hospital,HSE Dublin and South East,0,0,0,0,49,0,0,7
2025-12-22,St. Vincent's University Hospital,HSE Dublin and South East,27,0,27,120,122,0,0,7
2025-12-22,Tipperary University Hospital,HSE Dublin and South East,19,0,19,43,54,5,0,7
2025-12-22,UH Waterford,HSE Dublin and South East,0,0,0,0,107,0,0,7
2025-12-22,Wexford General Hospital,HSE Dublin and South East,37,7,44,140,45,0,0,7
2025-12-22,Ennis Hospital,HSE Mid West,0,0,0,0,14,0,0,7
2025-12-22,Nenagh Hospital,HSE Mid West,0,0,0,0,14,0,0,7
2025-12-22,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,28,0,0,7
2025-12-22,UH Limerick,HSE Mid West,14,29,43,31,94,13,0,7
2025-12-22,Bantry General Hospital,HSE South West,0,0,0,0,61,0,0,7
2025-12-22,Cork University Hospital,HSE South West,23,3,26,48,119,0,0,7
2025-12-22,Mallow General Hospital,HSE South West,0,0,0,0,39,0,0,7
2025-12-22,Mercy University Hospital,HSE South West,34,0,34,11,85,6,1,7
2025-12-22,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,14,0,0,7
2025-12-22,UH Kerry,HSE South West,46,0,46,15,135,7,0,7
2025-12-22,Galway University Hospital,HSE West and North West,12,6,18,75,257,0,0,7
2025-12-22,Letterkenny University Hospital,HSE West and North West,25,14,39,27,226,7,0,7
2025-12-22,Mayo University Hospital,HSE West and North West,12,19,31,45,46,14,0,7
2025-12-22,Portiuncula University Hospital,HSE West and North West,5,0,5,2,32,3,0,7
2025-12-22,Roscommon University Hospital,HSE West and North West,0,0,0,0,28,0,0,7
2025-12-22,Sligo University Hospital,HSE West and North West,17,1,18,62,140,0,0,7
2025-12-29,CHI at Crumlin,HSE Dublin and Midlands,1,0,1,0,7,0,0,7
2025-12-29,CHI at Tallaght,HSE Dublin and Midlands,1,0,1,0,4,0,0,7
2025-12-29,CHI at Temple Street,HSE Dublin and Midlands,3,0,3,0,4,0,0,7
2025-12-29,MRH Mullingar,HSE Dublin and Midlands,12,0,12,5,15,0,0,7
2025-12-29,MRH Portlaoise,HSE Dublin and Midlands,28,0,28,7,45,0,0,7
2025-12-29,MRH Tullamore,HSE Dublin and Midlands,6,0,6,255,58,0,0,7
2025-12-29,Naas General Hospital,HSE Dublin and Midlands,18,0,18,21,69,0,0,7
2025-12-29,St. James's Hospital,HSE Dublin and Midlands,30,0,30,6,255,0,0,7
2025-12-29,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,0,0,0,7
2025-12-29,Tallaght University Hospital,HSE Dublin and Midlands,0,0,0,78,66,0,0,7
2025-12-29,Beaumont Hospital,HSE Dublin and North East,13,0,13,9,59,0,0,7
2025-12-29,Cavan General Hospital,HSE Dublin and North East,4,0,4,37,14,0,0,7
2025-12-29,Connolly Hospital,HSE Dublin and North East,0,0,0,0,23,0,0,7
2025-12-29,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2025-12-29,Mater Misericordiae University Hospital,HSE Dublin and North East,15,0,15,0,50,0,0,7
2025-12-29,National Orthopaedic Hospital Cappagh,HSE Dublin and North East,0,0,0,0,14,0,0,7
2025-12-29,Our Lady of Lourdes Hospital,HSE Dublin and North East,24,0,24,174,19,0,0,7
2025-12-29,Our Lady's Hospital Navan,HSE Dublin and North East,0,0,0,10,7,0,0,7
2025-12-29,National Rehabilitation Hospital,HSE Dublin and South East,0,0,0,0,35,0,0,7
2025-12-29,St Luke's General Hospital Kilkenny,HSE Dublin and South East,10,0,10,129,66,0,0,7
2025-12-29,St. Columcille's Hospital,HSE Dublin and South East,0,0,0,0,47,0,0,7
2025-12-29,St. Michael's Hospital,HSE Dublin and South East,0,0,0,0,44,0,0,7
2025-12-29,St. Vincent's University Hospital,HSE Dublin and South East,51,1,52,100,100,2,0,7
2025-12-29,Tipperary University Hospital,HSE Dublin and South East,42,0,42,150,50,19,0,7
2025-12-29,UH Waterford,HSE Dublin and South East,0,0,0,0,94,0,0,7
2025-12-29,Wexford General Hospital,HSE Dublin and South East,28,9,37,186,35,2,0,7
2025-12-29,Ennis Hospital,HSE Mid West,0,0,0,0,17,0,0,7
2025-12-29,Nenagh Hospital,HSE Mid West,0,0,0,0,18,0,0,7
