"week_start","hospital","region","ed_trolleys","ward_trolleys","total_trolleys","surge_capacity_in_use","delayed_transfers_of_care","total_waiting_gt_24hrs","age_75plus_waiting_gt_24hrs","days_in_week"
2024-01-29,UH Waterford,HSE Dublin and South East,0,0,0,56,112,0,0,7
2024-01-29,Wexford General Hospital,HSE Dublin and South East,35,38,73,119,45,8,0,7
2024-01-29,Ennis Hospital,HSE Mid West,0,0,0,0,16,0,0,7
2024-01-29,Nenagh Hospital,HSE Mid West,0,0,0,0,7,0,0,7
2024-01-29,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,34,0,0,7
2024-01-29,UH Limerick,HSE Mid West,137,310,447,246,77,116,21,7
2024-01-29,Bantry General Hospital,HSE South West,0,0,0,0,42,0,0,7
2024-01-29,Cork University Hospital,HSE South West,130,89,219,181,245,40,7,7
2024-01-29,Mallow General Hospital,HSE South West,0,0,0,0,0,0,0,7
2024-01-29,Mercy University Hospital,HSE South West,65,0,65,50,81,6,0,7
2024-01-29,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,8,0,0,7
2024-01-29,UH Kerry,HSE South West,66,0,66,115,148,17,0,7
2024-01-29,Galway University Hospital,HSE West and North West,113,48,161,161,205,13,1,7
2024-01-29,Letterkenny University Hospital,HSE West and North West,33,30,63,51,134,14,0,7
2024-01-29,Mayo University Hospital,HSE West and North West,29,52,81,66,65,38,0,7
2024-01-29,Portiuncula University Hospital,HSE West and North West,30,6,36,41,19,2,0,7
2024-01-29,Roscommon University Hospital,HSE West and North West,0,0,0,0,18,0,0,7
2024-01-29,Sligo University Hospital,HSE West and North West,42,84,126,77,152,42,5,7
2024-02-05,CHI at Crumlin,HSE Dublin and Midlands,24,0,24,0,14,0,0,7
2024-02-05,CHI at Tallaght,HSE Dublin and Midlands,20,0,20,0,7,0,0,7
2024-02-05,CHI at Temple Street,HSE Dublin and Midlands,41,0,41,0,21,2,0,7
2024-02-05,MRH Mullingar,HSE Dublin and Midlands,9,0,9,62,14,0,0,7
2024-02-05,MRH Portlaoise,HSE Dublin and Midlands,12,0,12,102,26,0,0,7
2024-02-05,MRH Tullamore,HSE Dublin and Midlands,0,0,0,152,33,0,0,7
2024-02-05,Naas General Hospital,HSE Dublin and Midlands,60,19,79,35,37,9,1,7
2024-02-05,St. James's Hospital,HSE Dublin and Midlands,165,0,165,188,116,3,0,7
2024-02-05,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,16,0,0,7
2024-02-05,Tallaght University Hospital,HSE Dublin and Midlands,133,25,158,159,92,34,4,7
2024-02-05,Beaumont Hospital,HSE Dublin and North East,79,0,79,71,97,0,0,7
2024-02-05,Cavan General Hospital,HSE Dublin and North East,46,4,50,42,5,0,0,7
2024-02-05,Connolly Hospital,HSE Dublin and North East,31,0,31,143,36,0,0,7
2024-02-05,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2024-02-05,Mater Misericordiae University Hospital,HSE Dublin and North East,141,0,141,95,124,21,8,7
2024-02-05,National Orthopaedic Hospital Cappagh,HSE Dublin and North East,0,0,0,0,5,0,0,7
2024-02-05,Our Lady of Lourdes Hospital,HSE Dublin and North East,79,0,79,185,3,5,5,7
2024-02-05,Our Lady's Hospital Navan,HSE Dublin and North East,21,0,21,54,7,0,0,7
2024-02-05,National Rehabilitation Hospital,HSE Dublin and South East,0,0,0,0,86,0,0,7
2024-02-05,St Luke's General Hospital Kilkenny,HSE Dublin and South East,61,28,89,265,51,19,1,7
2024-02-05,St. Columcille's Hospital,HSE Dublin and South East,0,0,0,0,45,0,0,7
2024-02-05,St. Michael's Hospital,HSE Dublin and South East,0,0,0,0,40,0,0,7
2024-02-05,St. Vincent's University Hospital,HSE Dublin and South East,194,18,212,337,111,36,17,7
2024-02-05,Tipperary University Hospital,HSE Dublin and South East,35,0,35,80,90,7,0,7
2024-02-05,UH Waterford,HSE Dublin and South East,0,0,0,126,124,0,0,7
2024-02-05,Wexford General Hospital,HSE Dublin and South East,38,43,81,128,45,10,0,7
2024-02-05,Ennis Hospital,HSE Mid West,0,0,0,0,26,0,0,7
2024-02-05,Nenagh Hospital,HSE Mid West,0,0,0,0,7,0,0,7
2024-02-05,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,34,0,0,7
2024-02-05,UH Limerick,HSE Mid West,192,309,501,289,79,178,44,7
2024-02-05,Bantry General Hospital,HSE South West,0,0,0,0,53,0,0,7
2024-02-05,Cork University Hospital,HSE South West,126,65,191,156,212,20,9,7
2024-02-05,Mallow General Hospital,HSE South West,0,0,0,0,0,0,0,7
2024-02-05,Mercy University Hospital,HSE South West,48,0,48,45,81,1,0,7
2024-02-05,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,13,0,0,7
2024-02-05,UH Kerry,HSE South West,76,0,76,98,138,7,1,7
2024-02-05,Galway University Hospital,HSE West and North West,101,47,148,156,194,17,5,7
2024-02-05,Letterkenny University Hospital,HSE West and North West,40,38,78,26,118,19,0,7
2024-02-05,Mayo University Hospital,HSE West and North West,22,58,80,53,71,30,0,7
2024-02-05,Portiuncula University Hospital,HSE West and North West,53,0,53,60,31,4,0,7
2024-02-05,Roscommon University Hospital,HSE West and North West,0,0,0,0,20,0,0,7
2024-02-05,Sligo University Hospital,HSE West and North West,53,99,152,106,155,54,0,7
2024-02-12,CHI at Crumlin,HSE Dublin and Midlands,11,0,11,0,14,0,0,7
2024-02-12,CHI at Tallaght,HSE Dublin and Midlands,8,1,9,0,7,0,0,7
2024-02-12,CHI at Temple Street,HSE Dublin and Midlands,43,0,43,0,21,4,0,7
2024-02-12,MRH Mullingar,HSE Dublin and Midlands,20,0,20,66,11,3,1,7
2024-02-12,MRH Portlaoise,HSE Dublin and Midlands,25,0,25,112,38,0,0,7
2024-02-12,MRH Tullamore,HSE Dublin and Midlands,0,0,0,111,33,0,0,7
2024-02-12,Naas General Hospital,HSE Dublin and Midlands,48,8,56,20,44,4,0,7
2024-02-12,St. James's Hospital,HSE Dublin and Midlands,142,0,142,236,143,12,0,7
2024-02-12,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,14,0,0,7
2024-02-12,Tallaght University Hospital,HSE Dublin and Midlands,106,0,106,154,112,19,0,7
2024-02-12,Beaumont Hospital,HSE Dublin and North East,34,0,34,38,96,0,0,7
2024-02-12,Cavan General Hospital,HSE Dublin and North East,32,8,40,30,0,0,0,7
2024-02-12,Connolly Hospital,HSE Dublin and North East,21,0,21,68,49,0,0,7
2024-02-12,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2024-02-12,Mater Misericordiae University Hospital,HSE Dublin and North East,156,0,156,56,106,11,4,7
2024-02-12,National Orthopaedic Hospital Cappagh,HSE Dublin and North East,0,0,0,0,2,0,0,7
2024-02-12,Our Lady of Lourdes Hospital,HSE Dublin and North East,53,0,53,136,7,0,0,7
2024-02-12,Our Lady's Hospital Navan,HSE Dublin and North East,1,0,1,7,1,0,0,7
2024-02-12,National Rehabilitation Hospital,HSE Dublin and South East,0,0,0,0,97,0,0,7
2024-02-12,St Luke's General Hospital Kilkenny,HSE Dublin and South East,65,26,91,302,54,14,3,7
2024-02-12,St. Columcille's Hospital,HSE Dublin and South East,0,0,0,0,36,0,0,7
2024-02-12,St. Michael's Hospital,HSE Dublin and South East,0,0,0,0,37,0,0,7
2024-02-12,St. Vincent's University Hospital,HSE Dublin and South East,185,0,185,363,121,45,23,7
2024-02-12,Tipperary University Hospital,HSE Dublin and South East,42,0,42,33,80,9,1,7
2024-02-12,UH Waterford,HSE Dublin and South East,0,0,0,143,110,0,0,7
2024-02-12,Wexford General Hospital,HSE Dublin and South East,33,50,83,111,55,11,0,7
2024-02-12,Ennis Hospital,HSE Mid West,0,0,0,0,33,0,0,7
2024-02-12,Nenagh Hospital,HSE Mid West,0,0,0,0,1,0,0,7
2024-02-12,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,15,0,0,7
2024-02-12,UH Limerick,HSE Mid West,139,278,417,291,77,125,16,7
2024-02-12,Bantry General Hospital,HSE South West,0,0,0,0,53,0,0,7
2024-02-12,Cork University Hospital,HSE South West,102,48,150,117,196,40,12,7
2024-02-12,Mallow General Hospital,HSE South West,0,0,0,0,12,0,0,7
2024-02-12,Mercy University Hospital,HSE South West,27,3,30,39,70,1,0,7
2024-02-12,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,21,0,0,7
2024-02-12,UH Kerry,HSE South West,98,10,108,98,164,24,5,7
2024-02-12,Galway University Hospital,HSE West and North West,141,80,221,156,260,34,3,7
2024-02-12,Letterkenny University Hospital,HSE West and North West,33,33,66,19,93,8,0,7
2024-02-12,Mayo University Hospital,HSE West and North West,49,61,110,53,71,41,0,7
2024-02-12,Portiuncula University Hospital,HSE West and North West,42,0,42,41,36,6,0,7
2024-02-12,Roscommon University Hospital,HSE West and North West,0,0,0,0,21,0,0,7
2024-02-12,Sligo University Hospital,HSE West and North West,48,99,147,87,169,62,3,7
2024-02-19,CHI at Crumlin,HSE Dublin and Midlands,47,0,47,0,14,0,0,7
2024-02-19,CHI at Tallaght,HSE Dublin and Midlands,12,0,12,0,7,0,0,7
2024-02-19,CHI at Temple Street,HSE Dublin and Midlands,49,0,49,0,24,2,0,7
2024-02-19,MRH Mullingar,HSE Dublin and Midlands,23,4,27,126,4,1,0,7
2024-02-19,MRH Portlaoise,HSE Dublin and Midlands,68,0,68,147,38,0,0,7
2024-02-19,MRH Tullamore,HSE Dublin and Midlands,0,0,0,190,26,0,0,7
2024-02-19,Naas General Hospital,HSE Dublin and Midlands,57,18,75,23,72,10,1,7
2024-02-19,St. James's Hospital,HSE Dublin and Midlands,127,0,127,255,211,10,0,7
2024-02-19,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,16,0,0,7
2024-02-19,Tallaght University Hospital,HSE Dublin and Midlands,89,0,89,162,119,11,0,7
2024-02-19,Beaumont Hospital,HSE Dublin and North East,24,0,24,2,103,0,0,7
2024-02-19,Cavan General Hospital,HSE Dublin and North East,22,2,24,42,3,0,0,7
2024-02-19,Connolly Hospital,HSE Dublin and North East,88,0,88,137,46,0,0,7
2024-02-19,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2024-02-19,Mater Misericordiae University Hospital,HSE Dublin and North East,156,0,156,58,114,7,1,7
2024-02-19,National Orthopaedic Hospital Cappagh,HSE Dublin and North East,0,0,0,0,0,0,0,7
2024-02-19,Our Lady of Lourdes Hospital,HSE Dublin and North East,91,0,91,145,7,0,0,7
2024-02-19,Our Lady's Hospital Navan,HSE Dublin and North East,7,0,7,16,4,0,0,7
2024-02-19,National Rehabilitation Hospital,HSE Dublin and South East,0,0,0,0,87,0,0,7
2024-02-19,St Luke's General Hospital Kilkenny,HSE Dublin and South East,25,13,38,193,59,19,5,7
2024-02-19,St. Columcille's Hospital,HSE Dublin and South East,0,0,0,0,35,0,0,7
2024-02-19,St. Michael's Hospital,HSE Dublin and South East,0,0,0,0,15,0,0,7
2024-02-19,St. Vincent's University Hospital,HSE Dublin and South East,140,3,143,365,113,27,13,7
2024-02-19,Tipperary University Hospital,HSE Dublin and South East,16,0,16,39,69,0,0,7
2024-02-19,UH Waterford,HSE Dublin and South East,0,0,0,83,115,0,0,7
2024-02-19,Wexford General Hospital,HSE Dublin and South East,42,34,76,123,55,11,0,7
2024-02-19,Ennis Hospital,HSE Mid West,0,0,0,0,39,0,0,7
2024-02-19,Nenagh Hospital,HSE Mid West,0,0,0,0,3,0,0,7
2024-02-19,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,9,0,0,7
2024-02-19,UH Limerick,HSE Mid West,117,270,387,297,68,118,26,7
2024-02-19,Bantry General Hospital,HSE South West,0,0,0,0,54,0,0,7
2024-02-19,Cork University Hospital,HSE South West,114,35,149,146,218,7,3,7
2024-02-19,Mallow General Hospital,HSE South West,0,0,0,0,10,0,0,7
2024-02-19,Mercy University Hospital,HSE South West,42,0,42,32,72,2,0,7
2024-02-19,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,28,0,0,7
2024-02-19,UH Kerry,HSE South West,61,0,61,95,140,6,0,7
2024-02-19,Galway University Hospital,HSE West and North West,150,74,224,147,291,48,11,7
2024-02-19,Letterkenny University Hospital,HSE West and North West,20,8,28,10,97,3,0,7
2024-02-19,Mayo University Hospital,HSE West and North West,34,61,95,50,78,36,0,7
2024-02-19,Portiuncula University Hospital,HSE West and North West,10,0,10,11,20,0,0,7
2024-02-19,Roscommon University Hospital,HSE West and North West,0,0,0,0,30,0,0,7
2024-02-19,Sligo University Hospital,HSE West and North West,33,84,117,89,165,52,1,7
2024-02-26,CHI at Crumlin,HSE Dublin and Midlands,46,0,46,0,32,1,0,7
2024-02-26,CHI at Tallaght,HSE Dublin and Midlands,9,2,11,2,7,0,0,7
2024-02-26,CHI at Temple Street,HSE Dublin and Midlands,64,0,64,16,28,3,0,7
2024-02-26,MRH Mullingar,HSE Dublin and Midlands,22,0,22,75,7,3,2,7
2024-02-26,MRH Portlaoise,HSE Dublin and Midlands,16,0,16,75,34,1,0,7
2024-02-26,MRH Tullamore,HSE Dublin and Midlands,0,0,0,123,26,0,0,7
2024-02-26,Naas General Hospital,HSE Dublin and Midlands,129,27,156,41,87,23,0,7
2024-02-26,St. James's Hospital,HSE Dublin and Midlands,135,0,135,218,254,1,0,7
2024-02-26,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,21,0,0,7
2024-02-26,Tallaght University Hospital,HSE Dublin and Midlands,85,8,93,157,117,15,0,7
2024-02-26,Beaumont Hospital,HSE Dublin and North East,5,0,5,4,82,0,0,7
2024-02-26,Cavan General Hospital,HSE Dublin and North East,35,0,35,57,11,0,0,7
2024-02-26,Connolly Hospital,HSE Dublin and North East,22,0,22,103,49,0,1,7
2024-02-26,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2024-02-26,Mater Misericordiae University Hospital,HSE Dublin and North East,149,0,149,75,108,15,5,7
2024-02-26,National Orthopaedic Hospital Cappagh,HSE Dublin and North East,0,0,0,0,4,0,0,7
2024-02-26,Our Lady of Lourdes Hospital,HSE Dublin and North East,58,0,58,145,6,2,0,7
2024-02-26,Our Lady's Hospital Navan,HSE Dublin and North East,16,0,16,25,14,0,0,7
2024-02-26,National Rehabilitation Hospital,HSE Dublin and South East,0,0,0,0,84,0,0,7
2024-02-26,St Luke's General Hospital Kilkenny,HSE Dublin and South East,11,3,14,144,65,0,0,7
2024-02-26,St. Columcille's Hospital,HSE Dublin and South East,0,0,0,0,37,0,0,7
2024-02-26,St. Michael's Hospital,HSE Dublin and South East,0,0,0,0,32,0,0,7
2024-02-26,St. Vincent's University Hospital,HSE Dublin and South East,148,5,153,346,136,24,17,7
2024-02-26,Tipperary University Hospital,HSE Dublin and South East,78,0,78,37,72,21,0,7
2024-02-26,UH Waterford,HSE Dublin and South East,0,0,0,91,125,0,0,7
2024-02-26,Wexford General Hospital,HSE Dublin and South East,18,25,43,80,50,7,0,7
2024-02-26,Ennis Hospital,HSE Mid West,0,0,0,0,42,0,0,7
2024-02-26,Nenagh Hospital,HSE Mid West,0,0,0,0,15,0,0,7
2024-02-26,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,20,0,0,7
2024-02-26,UH Limerick,HSE Mid West,135,286,421,328,87,142,39,7
2024-02-26,Bantry General Hospital,HSE South West,0,0,0,0,45,0,0,7
2024-02-26,Cork University Hospital,HSE South West,123,77,200,140,237,14,8,7
2024-02-26,Mallow General Hospital,HSE South West,0,0,0,0,6,0,0,7
2024-02-26,Mercy University Hospital,HSE South West,103,4,107,70,81,15,5,7
2024-02-26,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,28,0,0,7
2024-02-26,UH Kerry,HSE South West,39,0,39,95,134,7,1,7
2024-02-26,Galway University Hospital,HSE West and North West,73,48,121,142,297,19,0,7
2024-02-26,Letterkenny University Hospital,HSE West and North West,34,6,40,11,138,1,0,7
2024-02-26,Mayo University Hospital,HSE West and North West,31,71,102,17,82,49,0,7
2024-02-26,Portiuncula University Hospital,HSE West and North West,19,0,19,16,17,0,0,7
2024-02-26,Roscommon University Hospital,HSE West and North West,0,0,0,0,51,0,0,7
2024-02-26,Sligo University Hospital,HSE West and North West,25,61,86,73,164,34,0,7
2024-03-04,CHI at Crumlin,HSE Dublin and Midlands,34,0,34,0,32,0,0,7
2024-03-04,CHI at Tallaght,HSE Dublin and Midlands,8,1,9,0,11,0,0,7
2024-03-04,CHI at Temple Street,HSE Dublin and Midlands,20,0,20,0,22,0,0,7
2024-03-04,MRH Mullingar,HSE Dublin and Midlands,27,0,27,69,9,6,0,7
2024-03-04,MRH Portlaoise,HSE Dublin and Midlands,45,0,45,87,28,1,0,7
2024-03-04,MRH Tullamore,HSE Dublin and Midlands,0,0,0,161,30,0,0,7
2024-03-04,Naas General Hospital,HSE Dublin and Midlands,120,24,144,49,101,23,7,7
2024-03-04,St. James's Hospital,HSE Dublin and Midlands,129,0,129,218,282,10,0,7
2024-03-04,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,21,0,0,7
2024-03-04,Tallaght University Hospital,HSE Dublin and Midlands,102,2,104,168,137,13,0,7
2024-03-04,Beaumont Hospital,HSE Dublin and North East,21,0,21,0,82,0,0,7
2024-03-04,Cavan General Hospital,HSE Dublin and North East,5,0,5,10,14,0,0,7
2024-03-04,Connolly Hospital,HSE Dublin and North East,23,0,23,102,49,0,0,7
2024-03-04,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2024-03-04,Mater Misericordiae University Hospital,HSE Dublin and North East,139,0,139,99,86,4,3,7
2024-03-04,National Orthopaedic Hospital Cappagh,HSE Dublin and North East,0,0,0,0,7,0,0,7
2024-03-04,Our Lady of Lourdes Hospital,HSE Dublin and North East,85,0,85,153,7,0,0,7
2024-03-04,Our Lady's Hospital Navan,HSE Dublin and North East,4,0,4,28,14,0,0,7
2024-03-04,National Rehabilitation Hospital,HSE Dublin and South East,0,0,0,0,96,0,0,7
2024-03-04,St Luke's General Hospital Kilkenny,HSE Dublin and South East,24,7,31,219,67,4,0,7
2024-03-04,St. Columcille's Hospital,HSE Dublin and South East,0,0,0,0,33,0,0,7
2024-03-04,St. Michael's Hospital,HSE Dublin and South East,0,0,0,0,37,0,0,7
2024-03-04,St. Vincent's University Hospital,HSE Dublin and South East,229,0,229,345,167,61,37,7
2024-03-04,Tipperary University Hospital,HSE Dublin and South East,28,0,28,39,78,5,0,7
2024-03-04,UH Waterford,HSE Dublin and South East,0,0,0,42,96,0,0,7
2024-03-04,Wexford General Hospital,HSE Dublin and South East,5,9,14,81,64,0,0,7
2024-03-04,Ennis Hospital,HSE Mid West,0,0,0,0,34,0,0,7
2024-03-04,Nenagh Hospital,HSE Mid West,0,0,0,0,17,0,0,7
2024-03-04,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,26,0,0,7
2024-03-04,UH Limerick,HSE Mid West,151,247,398,288,78,108,16,7
2024-03-04,Bantry General Hospital,HSE South West,0,0,0,0,55,0,0,7
2024-03-04,Cork University Hospital,HSE South West,108,52,160,149,260,20,1,7
2024-03-04,Mallow General Hospital,HSE South West,0,0,0,0,7,0,0,7
2024-03-04,Mercy University Hospital,HSE South West,64,2,66,54,95,6,1,7
2024-03-04,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,37,0,0,7
2024-03-04,UH Kerry,HSE South West,41,0,41,98,140,3,0,7
2024-03-04,Galway University Hospital,HSE West and North West,106,61,167,149,273,36,1,7
2024-03-04,Letterkenny University Hospital,HSE West and North West,12,3,15,3,153,0,0,7
2024-03-04,Mayo University Hospital,HSE West and North West,27,46,73,27,79,28,0,7
2024-03-04,Portiuncula University Hospital,HSE West and North West,9,0,9,14,24,0,0,7
2024-03-04,Roscommon University Hospital,HSE West and North West,0,0,0,0,54,0,0,7
2024-03-04,Sligo University Hospital,HSE West and North West,16,35,51,72,168,19,0,7
2024-03-11,CHI at Crumlin,HSE Dublin and Midlands,50,0,50,0,28,0,0,7
2024-03-11,CHI at Tallaght,HSE Dublin and Midlands,9,0,9,2,7,0,0,7
2024-03-11,CHI at Temple Street,HSE Dublin and Midlands,51,0,51,20,21,3,0,7
2024-03-11,MRH Mullingar,HSE Dublin and Midlands,14,0,14,47,6,3,0,7
2024-03-11,MRH Portlaoise,HSE Dublin and Midlands,39,1,40,58,34,3,0,7
2024-03-11,MRH Tullamore,HSE Dublin and Midlands,0,0,0,195,33,0,0,7
2024-03-11,Naas General Hospital,HSE Dublin and Midlands,93,26,119,48,85,22,11,7
2024-03-11,St. James's Hospital,HSE Dublin and Midlands,139,0,139,208,240,7,0,7
2024-03-11,St. Luke's Radiation Oncology Network,HSE Dublin and Midlands,0,0,0,0,17,0,0,7
2024-03-11,Tallaght University Hospital,HSE Dublin and Midlands,103,0,103,122,115,20,0,7
2024-03-11,Beaumont Hospital,HSE Dublin and North East,88,0,88,22,92,0,0,7
2024-03-11,Cavan General Hospital,HSE Dublin and North East,21,2,23,17,12,0,0,7
2024-03-11,Connolly Hospital,HSE Dublin and North East,32,0,32,46,49,0,0,7
2024-03-11,Louth County Hospital,HSE Dublin and North East,0,0,0,0,0,0,0,7
2024-03-11,Mater Misericordiae University Hospital,HSE Dublin and North East,103,0,103,102,80,7,3,7
2024-03-11,National Orthopaedic Hospital Cappagh,HSE Dublin and North East,0,0,0,0,7,0,0,7
2024-03-11,Our Lady of Lourdes Hospital,HSE Dublin and North East,117,0,117,176,7,0,0,7
2024-03-11,Our Lady's Hospital Navan,HSE Dublin and North East,1,0,1,36,20,0,0,7
2024-03-11,National Rehabilitation Hospital,HSE Dublin and South East,0,0,0,0,112,0,0,7
2024-03-11,St Luke's General Hospital Kilkenny,HSE Dublin and South East,42,16,58,258,72,5,0,7
2024-03-11,St. Columcille's Hospital,HSE Dublin and South East,0,0,0,0,32,0,0,7
2024-03-11,St. Michael's Hospital,HSE Dublin and South East,0,0,0,0,35,0,0,7
2024-03-11,St. Vincent's University Hospital,HSE Dublin and South East,176,0,176,365,144,38,19,7
2024-03-11,Tipperary University Hospital,HSE Dublin and South East,87,0,87,48,65,16,0,7
2024-03-11,UH Waterford,HSE Dublin and South East,0,0,0,10,113,0,0,7
2024-03-11,Wexford General Hospital,HSE Dublin and South East,16,10,26,73,72,0,0,7
2024-03-11,Ennis Hospital,HSE Mid West,0,0,0,0,16,0,0,7
2024-03-11,Nenagh Hospital,HSE Mid West,0,0,0,0,9,0,0,7
2024-03-11,St. John's Hospital Limerick,HSE Mid West,0,0,0,0,16,0,0,7
2024-03-11,UH Limerick,HSE Mid West,101,267,368,252,73,100,25,7
2024-03-11,Bantry General Hospital,HSE South West,0,0,0,0,50,0,0,7
2024-03-11,Cork University Hospital,HSE South West,101,72,173,147,236,24,5,7
2024-03-11,Mallow General Hospital,HSE South West,0,0,0,0,7,0,0,7
2024-03-11,Mercy University Hospital,HSE South West,85,0,85,53,83,18,0,7
2024-03-11,South Infirmary Victoria University Hospital,HSE South West,0,0,0,0,40,0,0,7
2024-03-11,UH Kerry,HSE South West,82,7,89,97,110,9,0,7
