"week_start","region","region_population","ed_trolleys","ward_trolleys","total_trolleys","surge_capacity_in_use","delayed_transfers_of_care","total_waiting_gt_24hrs","age_75plus_waiting_gt_24hrs","days_in_week","trolleys_per_10k"
2026-03-09,HSE Dublin and Midlands,1077639,282,10,292,690,595,8,0,7,2.7096
2026-03-09,HSE Dublin and North East,1187082,144,0,144,558,348,0,0,7,1.2131
2026-03-09,HSE Dublin and South East,971093,293,77,370,842,1027,74,9,7,3.8101
2026-03-09,HSE Mid West,413059,32,163,195,103,233,51,0,7,4.7209
2026-03-09,HSE South West,740614,402,124,526,587,587,88,18,7,7.1022
2026-03-09,HSE West and North West,759652,269,229,498,649,858,140,4,7,6.5556
2026-03-16,HSE Dublin and Midlands,1077639,312,18,330,876,642,20,2,7,3.0622
2026-03-16,HSE Dublin and North East,1187082,172,0,172,684,348,0,0,7,1.4489
2026-03-16,HSE Dublin and South East,971093,250,45,295,856,995,39,5,7,3.0378
2026-03-16,HSE Mid West,413059,32,109,141,166,230,25,0,7,3.4136
2026-03-16,HSE South West,740614,323,65,388,541,609,47,8,7,5.2389
2026-03-16,HSE West and North West,759652,190,236,426,605,832,140,0,7,5.6078
2026-03-23,HSE Dublin and Midlands,1077639,407,38,445,771,690,35,0,7,4.1294
2026-03-23,HSE Dublin and North East,1187082,291,0,291,742,372,5,2,7,2.4514
2026-03-23,HSE Dublin and South East,971093,278,67,345,971,977,62,4,7,3.5527
2026-03-23,HSE Mid West,413059,81,259,340,254,230,80,0,7,8.2313
2026-03-23,HSE South West,740614,285,133,418,544,585,78,20,7,5.6440
2026-03-23,HSE West and North West,759652,255,241,496,627,780,148,2,7,6.5293
2026-03-30,HSE Dublin and Midlands,1077639,306,33,339,639,740,27,3,7,3.1458
2026-03-30,HSE Dublin and North East,1187082,226,0,226,620,342,2,0,7,1.9038
2026-03-30,HSE Dublin and South East,971093,219,49,268,861,901,34,0,7,2.7598
2026-03-30,HSE Mid West,413059,60,247,307,225,206,99,0,7,7.4324
2026-03-30,HSE South West,740614,344,143,487,542,567,95,12,7,6.5756
2026-03-30,HSE West and North West,759652,262,221,483,595,696,148,8,7,6.3582
2026-04-06,HSE Dublin and Midlands,1077639,160,8,168,276,300,5,2,3,1.5590
2026-04-06,HSE Dublin and North East,1187082,143,0,143,292,126,11,4,3,1.2046
2026-04-06,HSE Dublin and South East,971093,95,11,106,414,372,13,1,3,1.0916
2026-04-06,HSE Mid West,413059,59,128,187,109,74,70,0,3,4.5272
2026-04-06,HSE South West,740614,125,29,154,259,241,5,1,3,2.0794
2026-04-06,HSE West and North West,759652,108,80,188,257,287,47,0,3,2.4748
