date,hospital,ed_trolleys,ward_trolleys,total_trolleys
2025-12-26,Mercy University Hospital,0,0,0
2025-12-26,Naas General Hospital,0,0,0
2025-12-26,National Orthopaedic Hospital Cappagh,0,0,0
2025-12-26,National Rehabilitation Hospital,0,0,0
2025-12-26,Nenagh Hospital,0,0,0
2025-12-26,Our Lady of Lourdes Hospital,0,0,0
2025-12-26,Our Lady's Hospital Navan,0,0,0
2025-12-26,Portiuncula University Hospital,0,0,0
2025-12-26,Roscommon University Hospital,0,0,0
2025-12-26,Sligo University Hospital,1,0,1
2025-12-26,South Infirmary Victoria University Hospital,0,0,0
2025-12-26,St Luke's General Hospital Kilkenny,0,0,0
2025-12-26,St. Columcille's Hospital,0,0,0
2025-12-26,St. James's Hospital,0,0,0
2025-12-26,St. John's Hospital Limerick,0,0,0
2025-12-26,St. Luke's Radiation Oncology Network,0,0,0
2025-12-26,St. Michael's Hospital,0,0,0
2025-12-26,St. Vincent's University Hospital,0,0,0
2025-12-26,Tallaght University Hospital,0,0,0
2025-12-26,Tipperary University Hospital,0,0,0
2025-12-26,UH Kerry,2,0,2
2025-12-26,UH Limerick,0,0,0
2025-12-26,UH Waterford,0,0,0
2025-12-26,Wexford General Hospital,3,0,3
2025-12-27,Bantry General Hospital,0,0,0
2025-12-27,Beaumont Hospital,0,0,0
2025-12-27,CHI at Crumlin,0,0,0
2025-12-27,CHI at Tallaght,0,0,0
2025-12-27,CHI at Temple Street,0,0,0
2025-12-27,Cavan General Hospital,2,0,2
2025-12-27,Connolly Hospital,0,0,0
2025-12-27,Cork University Hospital,4,0,4
2025-12-27,Ennis Hospital,0,0,0
2025-12-27,Galway University Hospital,2,0,2
2025-12-27,Letterkenny University Hospital,3,0,3
2025-12-27,Louth County Hospital,0,0,0
2025-12-27,MRH Mullingar,1,0,1
2025-12-27,MRH Portlaoise,8,0,8
2025-12-27,MRH Tullamore,0,0,0
2025-12-27,Mallow General Hospital,0,0,0
2025-12-27,Mater Misericordiae University Hospital,0,0,0
2025-12-27,Mayo University Hospital,3,1,4
2025-12-27,Mercy University Hospital,5,0,5
2025-12-27,Naas General Hospital,1,0,1
2025-12-27,National Orthopaedic Hospital Cappagh,0,0,0
2025-12-27,National Rehabilitation Hospital,0,0,0
2025-12-27,Nenagh Hospital,0,0,0
2025-12-27,Our Lady of Lourdes Hospital,0,0,0
2025-12-27,Our Lady's Hospital Navan,0,0,0
2025-12-27,Portiuncula University Hospital,1,0,1
2025-12-27,Roscommon University Hospital,0,0,0
2025-12-27,Sligo University Hospital,0,0,0
2025-12-27,South Infirmary Victoria University Hospital,0,0,0
2025-12-27,St Luke's General Hospital Kilkenny,0,0,0
2025-12-27,St. Columcille's Hospital,0,0,0
2025-12-27,St. James's Hospital,0,0,0
2025-12-27,St. John's Hospital Limerick,0,0,0
2025-12-27,St. Luke's Radiation Oncology Network,0,0,0
2025-12-27,St. Michael's Hospital,0,0,0
2025-12-27,St. Vincent's University Hospital,0,0,0
2025-12-27,Tallaght University Hospital,0,0,0
2025-12-27,Tipperary University Hospital,0,0,0
2025-12-27,UH Kerry,5,0,5
2025-12-27,UH Limerick,0,0,0
2025-12-27,UH Waterford,0,0,0
2025-12-27,Wexford General Hospital,3,0,3
2025-12-28,Bantry General Hospital,0,0,0
2025-12-28,Beaumont Hospital,0,0,0
2025-12-28,CHI at Crumlin,0,0,0
2025-12-28,CHI at Tallaght,0,0,0
2025-12-28,CHI at Temple Street,0,0,0
2025-12-28,Cavan General Hospital,1,0,1
2025-12-28,Connolly Hospital,1,0,1
2025-12-28,Cork University Hospital,3,0,3
2025-12-28,Ennis Hospital,0,0,0
2025-12-28,Galway University Hospital,0,0,0
2025-12-28,Letterkenny University Hospital,14,1,15
2025-12-28,Louth County Hospital,0,0,0
2025-12-28,MRH Mullingar,0,0,0
2025-12-28,MRH Portlaoise,7,0,7
2025-12-28,MRH Tullamore,0,0,0
2025-12-28,Mallow General Hospital,0,0,0
2025-12-28,Mater Misericordiae University Hospital,0,0,0
2025-12-28,Mayo University Hospital,0,0,0
2025-12-28,Mercy University Hospital,11,0,11
2025-12-28,Naas General Hospital,4,0,4
2025-12-28,National Orthopaedic Hospital Cappagh,0,0,0
2025-12-28,National Rehabilitation Hospital,0,0,0
2025-12-28,Nenagh Hospital,0,0,0
2025-12-28,Our Lady of Lourdes Hospital,0,0,0
2025-12-28,Our Lady's Hospital Navan,0,0,0
2025-12-28,Portiuncula University Hospital,0,0,0
2025-12-28,Roscommon University Hospital,0,0,0
2025-12-28,Sligo University Hospital,5,0,5
2025-12-28,South Infirmary Victoria University Hospital,0,0,0
2025-12-28,St Luke's General Hospital Kilkenny,0,3,3
2025-12-28,St. Columcille's Hospital,0,0,0
2025-12-28,St. James's Hospital,1,0,1
2025-12-28,St. John's Hospital Limerick,0,0,0
2025-12-28,St. Luke's Radiation Oncology Network,0,0,0
2025-12-28,St. Michael's Hospital,0,0,0
2025-12-28,St. Vincent's University Hospital,12,0,12
2025-12-28,Tallaght University Hospital,0,0,0
2025-12-28,Tipperary University Hospital,3,0,3
2025-12-28,UH Kerry,7,0,7
2025-12-28,UH Limerick,0,0,0
2025-12-28,UH Waterford,0,0,0
2025-12-28,Wexford General Hospital,7,1,8
2025-12-29,Bantry General Hospital,0,0,0
2025-12-29,Beaumont Hospital,0,0,0
2025-12-29,CHI at Crumlin,0,0,0
2025-12-29,CHI at Tallaght,0,0,0
2025-12-29,CHI at Temple Street,0,0,0
2025-12-29,Cavan General Hospital,1,0,1
2025-12-29,Connolly Hospital,0,0,0
2025-12-29,Cork University Hospital,11,0,11
2025-12-29,Ennis Hospital,0,0,0
2025-12-29,Galway University Hospital,6,0,6
2025-12-29,Letterkenny University Hospital,3,4,7
2025-12-29,Louth County Hospital,0,0,0
2025-12-29,MRH Mullingar,2,0,2
2025-12-29,MRH Portlaoise,2,0,2
2025-12-29,MRH Tullamore,0,0,0
2025-12-29,Mallow General Hospital,0,0,0
2025-12-29,Mater Misericordiae University Hospital,0,0,0
2025-12-29,Mayo University Hospital,1,0,1
2025-12-29,Mercy University Hospital,13,0,13
2025-12-29,Naas General Hospital,5,0,5
2025-12-29,National Orthopaedic Hospital Cappagh,0,0,0
2025-12-29,National Rehabilitation Hospital,0,0,0
2025-12-29,Nenagh Hospital,0,0,0
2025-12-29,Our Lady of Lourdes Hospital,5,0,5
2025-12-29,Our Lady's Hospital Navan,0,0,0
2025-12-29,Portiuncula University Hospital,0,0,0
2025-12-29,Roscommon University Hospital,0,0,0
2025-12-29,Sligo University Hospital,7,0,7
2025-12-29,South Infirmary Victoria University Hospital,0,0,0
2025-12-29,St Luke's General Hospital Kilkenny,4,0,4
2025-12-29,St. Columcille's Hospital,0,0,0
2025-12-29,St. James's Hospital,0,0,0
2025-12-29,St. John's Hospital Limerick,0,0,0
2025-12-29,St. Luke's Radiation Oncology Network,0,0,0
2025-12-29,St. Michael's Hospital,0,0,0
2025-12-29,St. Vincent's University Hospital,11,0,11
2025-12-29,Tallaght University Hospital,0,0,0
2025-12-29,Tipperary University Hospital,7,0,7
2025-12-29,UH Kerry,4,0,4
2025-12-29,UH Limerick,3,1,4
2025-12-29,UH Waterford,0,0,0
2025-12-29,Wexford General Hospital,8,1,9
2025-12-30,Bantry General Hospital,0,0,0
2025-12-30,Beaumont Hospital,0,0,0
2025-12-30,CHI at Crumlin,0,0,0
2025-12-30,CHI at Tallaght,0,0,0
2025-12-30,CHI at Temple Street,1,0,1
2025-12-30,Cavan General Hospital,0,0,0
2025-12-30,Connolly Hospital,0,0,0
2025-12-30,Cork University Hospital,12,2,14
2025-12-30,Ennis Hospital,0,0,0
2025-12-30,Galway University Hospital,11,1,12
2025-12-30,Letterkenny University Hospital,8,7,15
2025-12-30,Louth County Hospital,0,0,0
2025-12-30,MRH Mullingar,3,0,3
2025-12-30,MRH Portlaoise,6,0,6
2025-12-30,MRH Tullamore,0,0,0
2025-12-30,Mallow General Hospital,0,0,0
2025-12-30,Mater Misericordiae University Hospital,0,0,0
2025-12-30,Mayo University Hospital,2,4,6
2025-12-30,Mercy University Hospital,7,1,8
2025-12-30,Naas General Hospital,4,0,4
2025-12-30,National Orthopaedic Hospital Cappagh,0,0,0
2025-12-30,National Rehabilitation Hospital,0,0,0
2025-12-30,Nenagh Hospital,0,0,0
2025-12-30,Our Lady of Lourdes Hospital,6,0,6
2025-12-30,Our Lady's Hospital Navan,0,0,0
2025-12-30,Portiuncula University Hospital,3,0,3
2025-12-30,Roscommon University Hospital,0,0,0
2025-12-30,Sligo University Hospital,7,3,10
2025-12-30,South Infirmary Victoria University Hospital,0,0,0
2025-12-30,St Luke's General Hospital Kilkenny,4,0,4
2025-12-30,St. Columcille's Hospital,0,0,0
2025-12-30,St. James's Hospital,0,0,0
2025-12-30,St. John's Hospital Limerick,0,0,0
2025-12-30,St. Luke's Radiation Oncology Network,0,0,0
2025-12-30,St. Michael's Hospital,0,0,0
2025-12-30,St. Vincent's University Hospital,12,1,13
2025-12-30,Tallaght University Hospital,0,0,0
2025-12-30,Tipperary University Hospital,7,0,7
2025-12-30,UH Kerry,15,6,21
2025-12-30,UH Limerick,1,0,1
2025-12-30,UH Waterford,0,0,0
2025-12-30,Wexford General Hospital,4,4,8
2025-12-31,Bantry General Hospital,0,0,0
2025-12-31,Beaumont Hospital,0,0,0
2025-12-31,CHI at Crumlin,0,0,0
2025-12-31,CHI at Tallaght,1,0,1
2025-12-31,CHI at Temple Street,0,0,0
2025-12-31,Cavan General Hospital,0,0,0
2025-12-31,Connolly Hospital,0,0,0
2025-12-31,Cork University Hospital,19,0,19
2025-12-31,Ennis Hospital,0,0,0
2025-12-31,Galway University Hospital,4,0,4
2025-12-31,Letterkenny University Hospital,9,6,15
2025-12-31,Louth County Hospital,0,0,0
2025-12-31,MRH Mullingar,1,0,1
2025-12-31,MRH Portlaoise,2,0,2
2025-12-31,MRH Tullamore,0,0,0
2025-12-31,Mallow General Hospital,0,0,0
2025-12-31,Mater Misericordiae University Hospital,0,0,0
2025-12-31,Mayo University Hospital,3,6,9
2025-12-31,Mercy University Hospital,9,3,12
2025-12-31,Naas General Hospital,0,0,0
2025-12-31,National Orthopaedic Hospital Cappagh,0,0,0
2025-12-31,National Rehabilitation Hospital,0,0,0
2025-12-31,Nenagh Hospital,0,0,0
2025-12-31,Our Lady of Lourdes Hospital,4,0,4
2025-12-31,Our Lady's Hospital Navan,0,0,0
2025-12-31,Portiuncula University Hospital,0,0,0
2025-12-31,Roscommon University Hospital,0,0,0
2025-12-31,Sligo University Hospital,10,0,10
2025-12-31,South Infirmary Victoria University Hospital,0,0,0
2025-12-31,St Luke's General Hospital Kilkenny,0,0,0
2025-12-31,St. Columcille's Hospital,0,0,0
2025-12-31,St. James's Hospital,7,0,7
2025-12-31,St. John's Hospital Limerick,0,0,0
2025-12-31,St. Luke's Radiation Oncology Network,0,0,0
2025-12-31,St. Michael's Hospital,0,0,0
2025-12-31,St. Vincent's University Hospital,10,0,10
2025-12-31,Tallaght University Hospital,0,0,0
2025-12-31,Tipperary University Hospital,3,0,3
2025-12-31,UH Kerry,15,7,22
2025-12-31,UH Limerick,1,0,1
2025-12-31,UH Waterford,0,0,0
2025-12-31,Wexford General Hospital,6,1,7
2026-01-01,Bantry General Hospital,0,0,0
2026-01-01,Beaumont Hospital,0,0,0
2026-01-01,CHI at Crumlin,0,0,0
2026-01-01,CHI at Tallaght,0,0,0
2026-01-01,CHI at Temple Street,0,0,0
2026-01-01,Cavan General Hospital,0,0,0
2026-01-01,Connolly Hospital,0,0,0
2026-01-01,Cork University Hospital,10,2,12
2026-01-01,Ennis Hospital,0,0,0
2026-01-01,Galway University Hospital,4,0,4
2026-01-01,Letterkenny University Hospital,0,4,4
2026-01-01,Louth County Hospital,0,0,0
2026-01-01,MRH Mullingar,0,0,0
2026-01-01,MRH Portlaoise,0,0,0
2026-01-01,MRH Tullamore,0,0,0
2026-01-01,Mallow General Hospital,0,0,0
2026-01-01,Mater Misericordiae University Hospital,0,0,0
2026-01-01,Mayo University Hospital,2,3,5
2026-01-01,Mercy University Hospital,3,0,3
2026-01-01,Naas General Hospital,3,0,3
2026-01-01,National Orthopaedic Hospital Cappagh,0,0,0
2026-01-01,National Rehabilitation Hospital,0,0,0
2026-01-01,Nenagh Hospital,0,0,0
2026-01-01,Our Lady of Lourdes Hospital,9,0,9
2026-01-01,Our Lady's Hospital Navan,0,0,0
2026-01-01,Portiuncula University Hospital,0,0,0
2026-01-01,Roscommon University Hospital,0,0,0
2026-01-01,Sligo University Hospital,2,3,5
2026-01-01,South Infirmary Victoria University Hospital,0,0,0
2026-01-01,St Luke's General Hospital Kilkenny,0,0,0
2026-01-01,St. Columcille's Hospital,0,0,0
2026-01-01,St. James's Hospital,3,0,3
2026-01-01,St. John's Hospital Limerick,0,0,0
2026-01-01,St. Luke's Radiation Oncology Network,0,0,0
2026-01-01,St. Michael's Hospital,0,0,0
2026-01-01,St. Vincent's University Hospital,0,0,0
2026-01-01,Tallaght University Hospital,0,0,0
2026-01-01,Tipperary University Hospital,3,0,3
2026-01-01,UH Kerry,13,5,18
2026-01-01,UH Limerick,1,0,1
2026-01-01,UH Waterford,0,0,0
2026-01-01,Wexford General Hospital,0,0,0
2026-01-02,Bantry General Hospital,0,0,0
2026-01-02,Beaumont Hospital,0,0,0
2026-01-02,CHI at Crumlin,0,0,0
2026-01-02,CHI at Tallaght,0,0,0
2026-01-02,CHI at Temple Street,0,0,0
2026-01-02,Cavan General Hospital,0,0,0
2026-01-02,Connolly Hospital,0,0,0
2026-01-02,Cork University Hospital,14,3,17
2026-01-02,Ennis Hospital,0,0,0
2026-01-02,Galway University Hospital,3,0,3
2026-01-02,Letterkenny University Hospital,11,6,17
2026-01-02,Louth County Hospital,0,0,0
2026-01-02,MRH Mullingar,0,0,0
2026-01-02,MRH Portlaoise,8,0,8
2026-01-02,MRH Tullamore,0,0,0
2026-01-02,Mallow General Hospital,0,0,0
2026-01-02,Mater Misericordiae University Hospital,4,0,4
2026-01-02,Mayo University Hospital,3,6,9
2026-01-02,Mercy University Hospital,10,2,12
2026-01-02,Naas General Hospital,3,0,3
2026-01-02,National Orthopaedic Hospital Cappagh,0,0,0
2026-01-02,National Rehabilitation Hospital,0,0,0
2026-01-02,Nenagh Hospital,0,0,0
2026-01-02,Our Lady of Lourdes Hospital,0,0,0
2026-01-02,Our Lady's Hospital Navan,0,0,0
2026-01-02,Portiuncula University Hospital,0,0,0
2026-01-02,Roscommon University Hospital,0,0,0
2026-01-02,Sligo University Hospital,7,1,8
2026-01-02,South Infirmary Victoria University Hospital,0,0,0
2026-01-02,St Luke's General Hospital Kilkenny,2,0,2
2026-01-02,St. Columcille's Hospital,0,0,0
2026-01-02,St. James's Hospital,14,0,14
2026-01-02,St. John's Hospital Limerick,0,0,0
2026-01-02,St. Luke's Radiation Oncology Network,0,0,0
2026-01-02,St. Michael's Hospital,0,0,0
2026-01-02,St. Vincent's University Hospital,3,0,3
2026-01-02,Tallaght University Hospital,0,0,0
2026-01-02,Tipperary University Hospital,9,0,9
2026-01-02,UH Kerry,15,7,22
2026-01-02,UH Limerick,0,7,7
2026-01-02,UH Waterford,0,0,0
2026-01-02,Wexford General Hospital,0,1,1
2026-01-03,Bantry General Hospital,0,0,0
2026-01-03,Beaumont Hospital,0,0,0
2026-01-03,CHI at Crumlin,0,0,0
2026-01-03,CHI at Tallaght,0,0,0
2026-01-03,CHI at Temple Street,1,0,1
2026-01-03,Cavan General Hospital,0,0,0
2026-01-03,Connolly Hospital,0,0,0
2026-01-03,Cork University Hospital,11,2,13
2026-01-03,Ennis Hospital,0,0,0
2026-01-03,Galway University Hospital,6,0,6
2026-01-03,Letterkenny University Hospital,12,4,16
2026-01-03,Louth County Hospital,0,0,0
2026-01-03,MRH Mullingar,1,0,1
2026-01-03,MRH Portlaoise,5,0,5
2026-01-03,MRH Tullamore,0,0,0
2026-01-03,Mallow General Hospital,0,0,0
2026-01-03,Mater Misericordiae University Hospital,0,0,0
2026-01-03,Mayo University Hospital,1,8,9
2026-01-03,Mercy University Hospital,5,0,5
2026-01-03,Naas General Hospital,0,0,0
2026-01-03,National Orthopaedic Hospital Cappagh,0,0,0
2026-01-03,National Rehabilitation Hospital,0,0,0
2026-01-03,Nenagh Hospital,0,0,0
2026-01-03,Our Lady of Lourdes Hospital,0,0,0
2026-01-03,Our Lady's Hospital Navan,0,0,0
2026-01-03,Portiuncula University Hospital,0,0,0
2026-01-03,Roscommon University Hospital,0,0,0
2026-01-03,Sligo University Hospital,8,0,8
2026-01-03,South Infirmary Victoria University Hospital,0,0,0
2026-01-03,St Luke's General Hospital Kilkenny,0,0,0
2026-01-03,St. Columcille's Hospital,0,0,0
2026-01-03,St. James's Hospital,3,0,3
2026-01-03,St. John's Hospital Limerick,0,0,0
2026-01-03,St. Luke's Radiation Oncology Network,0,0,0
2026-01-03,St. Michael's Hospital,0,0,0
2026-01-03,St. Vincent's University Hospital,3,0,3
2026-01-03,Tallaght University Hospital,0,0,0
2026-01-03,Tipperary University Hospital,6,0,6
2026-01-03,UH Kerry,18,0,18
2026-01-03,UH Limerick,1,2,3
2026-01-03,UH Waterford,0,0,0
2026-01-03,Wexford General Hospital,2,0,2
2026-01-04,Bantry General Hospital,0,0,0
2026-01-04,Beaumont Hospital,13,0,13
2026-01-04,CHI at Crumlin,1,0,1
2026-01-04,CHI at Tallaght,0,0,0
2026-01-04,CHI at Temple Street,1,0,1
2026-01-04,Cavan General Hospital,3,0,3
2026-01-04,Connolly Hospital,0,0,0
2026-01-04,Cork University Hospital,17,8,25
2026-01-04,Ennis Hospital,0,0,0
2026-01-04,Galway University Hospital,8,0,8
2026-01-04,Letterkenny University Hospital,11,7,18
2026-01-04,Louth County Hospital,0,0,0
2026-01-04,MRH Mullingar,5,0,5
2026-01-04,MRH Portlaoise,5,0,5
2026-01-04,MRH Tullamore,6,0,6
2026-01-04,Mallow General Hospital,0,0,0
2026-01-04,Mater Misericordiae University Hospital,11,0,11
2026-01-04,Mayo University Hospital,6,12,18
2026-01-04,Mercy University Hospital,4,0,4
2026-01-04,Naas General Hospital,3,0,3
2026-01-04,National Orthopaedic Hospital Cappagh,0,0,0
2026-01-04,National Rehabilitation Hospital,0,0,0
2026-01-04,Nenagh Hospital,0,0,0
2026-01-04,Our Lady of Lourdes Hospital,0,0,0
2026-01-04,Our Lady's Hospital Navan,0,0,0
2026-01-04,Portiuncula University Hospital,7,0,7
2026-01-04,Roscommon University Hospital,0,0,0
2026-01-04,Sligo University Hospital,8,0,8
2026-01-04,South Infirmary Victoria University Hospital,0,0,0
2026-01-04,St Luke's General Hospital Kilkenny,0,0,0
2026-01-04,St. Columcille's Hospital,0,0,0
2026-01-04,St. James's Hospital,3,0,3
2026-01-04,St. John's Hospital Limerick,0,0,0
2026-01-04,St. Luke's Radiation Oncology Network,0,0,0
2026-01-04,St. Michael's Hospital,0,0,0
2026-01-04,St. Vincent's University Hospital,12,0,12
2026-01-04,Tallaght University Hospital,0,0,0
2026-01-04,Tipperary University Hospital,7,0,7
2026-01-04,UH Kerry,15,4,19
2026-01-04,UH Limerick,5,5,10
2026-01-04,UH Waterford,0,0,0
2026-01-04,Wexford General Hospital,8,2,10
2026-01-05,Bantry General Hospital,0,0,0
2026-01-05,Beaumont Hospital,10,0,10
2026-01-05,CHI at Crumlin,1,0,1
2026-01-05,CHI at Tallaght,0,0,0
2026-01-05,CHI at Temple Street,1,0,1
2026-01-05,Cavan General Hospital,2,0,2
2026-01-05,Connolly Hospital,0,0,0
2026-01-05,Cork University Hospital,36,19,55
2026-01-05,Ennis Hospital,0,0,0
2026-01-05,Galway University Hospital,19,8,27
2026-01-05,Letterkenny University Hospital,22,8,30
2026-01-05,Louth County Hospital,0,0,0
2026-01-05,MRH Mullingar,6,0,6
2026-01-05,MRH Portlaoise,5,0,5
2026-01-05,MRH Tullamore,0,0,0
2026-01-05,Mallow General Hospital,0,0,0
2026-01-05,Mater Misericordiae University Hospital,9,0,9
2026-01-05,Mayo University Hospital,13,16,29
2026-01-05,Mercy University Hospital,8,3,11
2026-01-05,Naas General Hospital,7,0,7
2026-01-05,National Orthopaedic Hospital Cappagh,0,0,0
2026-01-05,National Rehabilitation Hospital,0,0,0
2026-01-05,Nenagh Hospital,0,0,0
2026-01-05,Our Lady of Lourdes Hospital,10,0,10
2026-01-05,Our Lady's Hospital Navan,0,0,0
2026-01-05,Portiuncula University Hospital,11,0,11
2026-01-05,Roscommon University Hospital,0,0,0
2026-01-05,Sligo University Hospital,14,5,19
2026-01-05,South Infirmary Victoria University Hospital,0,0,0
2026-01-05,St Luke's General Hospital Kilkenny,5,1,6
2026-01-05,St. Columcille's Hospital,0,0,0
2026-01-05,St. James's Hospital,7,0,7
2026-01-05,St. John's Hospital Limerick,0,0,0
2026-01-05,St. Luke's Radiation Oncology Network,0,0,0
2026-01-05,St. Michael's Hospital,0,0,0
2026-01-05,St. Vincent's University Hospital,18,2,20
2026-01-05,Tallaght University Hospital,3,0,3
2026-01-05,Tipperary University Hospital,9,0,9
2026-01-05,UH Kerry,25,13,38
2026-01-05,UH Limerick,8,19,27
2026-01-05,UH Waterford,0,0,0
2026-01-05,Wexford General Hospital,12,9,21
2026-01-06,Bantry General Hospital,0,0,0
2026-01-06,Beaumont Hospital,20,0,20
2026-01-06,CHI at Crumlin,0,0,0
2026-01-06,CHI at Tallaght,0,0,0
2026-01-06,CHI at Temple Street,0,0,0
2026-01-06,Cavan General Hospital,6,0,6
2026-01-06,Connolly Hospital,4,0,4
2026-01-06,Cork University Hospital,32,7,39
2026-01-06,Ennis Hospital,0,0,0
2026-01-06,Galway University Hospital,22,6,28
2026-01-06,Letterkenny University Hospital,14,8,22
2026-01-06,Louth County Hospital,0,0,0
2026-01-06,MRH Mullingar,7,4,11
2026-01-06,MRH Portlaoise,8,0,8
2026-01-06,MRH Tullamore,0,0,0
2026-01-06,Mallow General Hospital,0,0,0
2026-01-06,Mater Misericordiae University Hospital,10,0,10
2026-01-06,Mayo University Hospital,6,13,19
2026-01-06,Mercy University Hospital,15,4,19
2026-01-06,Naas General Hospital,2,0,2
2026-01-06,National Orthopaedic Hospital Cappagh,0,0,0
2026-01-06,National Rehabilitation Hospital,0,0,0
2026-01-06,Nenagh Hospital,0,0,0
2026-01-06,Our Lady of Lourdes Hospital,14,0,14
2026-01-06,Our Lady's Hospital Navan,0,0,0
2026-01-06,Portiuncula University Hospital,7,0,7
2026-01-06,Roscommon University Hospital,0,0,0
2026-01-06,Sligo University Hospital,24,10,34
2026-01-06,South Infirmary Victoria University Hospital,0,0,0
2026-01-06,St Luke's General Hospital Kilkenny,0,3,3
2026-01-06,St. Columcille's Hospital,0,0,0
2026-01-06,St. James's Hospital,14,0,14
2026-01-06,St. John's Hospital Limerick,0,0,0
2026-01-06,St. Luke's Radiation Oncology Network,0,0,0
2026-01-06,St. Michael's Hospital,0,0,0
2026-01-06,St. Vincent's University Hospital,18,2,20
2026-01-06,Tallaght University Hospital,5,0,5
2026-01-06,Tipperary University Hospital,8,0,8
2026-01-06,UH Kerry,21,7,28
2026-01-06,UH Limerick,14,21,35
2026-01-06,UH Waterford,0,0,0
2026-01-06,Wexford General Hospital,3,3,6
2026-01-07,Bantry General Hospital,0,0,0
2026-01-07,Beaumont Hospital,14,0,14
2026-01-07,CHI at Crumlin,2,0,2
2026-01-07,CHI at Tallaght,0,0,0
2026-01-07,CHI at Temple Street,0,0,0
2026-01-07,Cavan General Hospital,6,0,6
2026-01-07,Connolly Hospital,0,0,0
2026-01-07,Cork University Hospital,29,18,47
2026-01-07,Ennis Hospital,0,0,0
2026-01-07,Galway University Hospital,33,19,52
2026-01-07,Letterkenny University Hospital,9,4,13
2026-01-07,Louth County Hospital,0,0,0
2026-01-07,MRH Mullingar,8,1,9
2026-01-07,MRH Portlaoise,5,0,5
2026-01-07,MRH Tullamore,0,0,0
2026-01-07,Mallow General Hospital,0,0,0
2026-01-07,Mater Misericordiae University Hospital,13,0,13
2026-01-07,Mayo University Hospital,11,17,28
2026-01-07,Mercy University Hospital,16,9,25
2026-01-07,Naas General Hospital,12,2,14
2026-01-07,National Orthopaedic Hospital Cappagh,0,0,0
2026-01-07,National Rehabilitation Hospital,0,0,0
2026-01-07,Nenagh Hospital,0,0,0
2026-01-07,Our Lady of Lourdes Hospital,20,0,20
2026-01-07,Our Lady's Hospital Navan,0,0,0
2026-01-07,Portiuncula University Hospital,10,0,10
2026-01-07,Roscommon University Hospital,0,0,0
2026-01-07,Sligo University Hospital,13,11,24
2026-01-07,South Infirmary Victoria University Hospital,0,0,0
2026-01-07,St Luke's General Hospital Kilkenny,3,3,6
2026-01-07,St. Columcille's Hospital,0,0,0
2026-01-07,St. James's Hospital,14,0,14
2026-01-07,St. John's Hospital Limerick,0,0,0
2026-01-07,St. Luke's Radiation Oncology Network,0,0,0
2026-01-07,St. Michael's Hospital,0,0,0
2026-01-07,St. Vincent's University Hospital,11,3,14
2026-01-07,Tallaght University Hospital,17,9,26
2026-01-07,Tipperary University Hospital,5,0,5
2026-01-07,UH Kerry,23,9,32
2026-01-07,UH Limerick,5,32,37
2026-01-07,UH Waterford,0,0,0
2026-01-07,Wexford General Hospital,7,5,12
2026-01-08,Bantry General Hospital,0,0,0
2026-01-08,Beaumont Hospital,14,0,14
2026-01-08,CHI at Crumlin,0,0,0
2026-01-08,CHI at Tallaght,0,0,0
2026-01-08,CHI at Temple Street,0,0,0
2026-01-08,Cavan General Hospital,7,0,7
2026-01-08,Connolly Hospital,6,0,6
2026-01-08,Cork University Hospital,44,11,55
2026-01-08,Ennis Hospital,0,0,0
2026-01-08,Galway University Hospital,30,21,51
2026-01-08,Letterkenny University Hospital,18,7,25
2026-01-08,Louth County Hospital,0,0,0
2026-01-08,MRH Mullingar,1,0,1
2026-01-08,MRH Portlaoise,9,0,9
2026-01-08,MRH Tullamore,0,0,0
2026-01-08,Mallow General Hospital,0,0,0
2026-01-08,Mater Misericordiae University Hospital,13,0,13
2026-01-08,Mayo University Hospital,6,15,21
2026-01-08,Mercy University Hospital,23,7,30
2026-01-08,Naas General Hospital,5,0,5
2026-01-08,National Orthopaedic Hospital Cappagh,0,0,0
2026-01-08,National Rehabilitation Hospital,0,0,0
2026-01-08,Nenagh Hospital,0,0,0
2026-01-08,Our Lady of Lourdes Hospital,15,0,15
2026-01-08,Our Lady's Hospital Navan,0,0,0
2026-01-08,Portiuncula University Hospital,8,0,8
2026-01-08,Roscommon University Hospital,0,0,0
2026-01-08,Sligo University Hospital,15,10,25
2026-01-08,South Infirmary Victoria University Hospital,0,0,0
2026-01-08,St Luke's General Hospital Kilkenny,7,7,14
2026-01-08,St. Columcille's Hospital,0,0,0
2026-01-08,St. James's Hospital,25,0,25
2026-01-08,St. John's Hospital Limerick,0,0,0
2026-01-08,St. Luke's Radiation Oncology Network,0,0,0
2026-01-08,St. Michael's Hospital,0,0,0
2026-01-08,St. Vincent's University Hospital,12,2,14
2026-01-08,Tallaght University Hospital,4,4,8
2026-01-08,Tipperary University Hospital,11,0,11
2026-01-08,UH Kerry,22,9,31
2026-01-08,UH Limerick,6,40,46
2026-01-08,UH Waterford,0,0,0
2026-01-08,Wexford General Hospital,4,4,8
2026-01-09,Bantry General Hospital,0,0,0
2026-01-09,Beaumont Hospital,20,0,20
2026-01-09,CHI at Crumlin,0,0,0
2026-01-09,CHI at Tallaght,0,0,0
2026-01-09,CHI at Temple Street,0,0,0
2026-01-09,Cavan General Hospital,2,0,2
2026-01-09,Connolly Hospital,0,0,0
2026-01-09,Cork University Hospital,29,19,48
2026-01-09,Ennis Hospital,0,0,0
2026-01-09,Galway University Hospital,30,15,45
